job_id,company_name,title,description,max_salary,location,min_salary,formatted_work_type,remote_allowed,job_posting_url,expiry,closed_time,formatted_experience_level,skills_desc,listed_time,compensation_type,zip_code
3904393174,Krispy Kreme,Assistant Manager,"Assistant Managers have a special role in making sure every guest is fully satisfied not only with our doughnuts, but with their overall experience in the shops. You will support and inspire team members, along with helping them realize their full potential. This role also helps in developing business skills to potentially become a General Manager someday!

Here's a Taste Of What You'll Be Doing

Guest Services

Assistant Managers serve as a role model to team members and other Krispy Kremers. They set the tone and create an environment for exceptional customer service! You will know how to handle difficult situations with customers and other matters in the shop in a professional and humble way. We want all our customers to be happy with their experience in every one of our shops! You'll also ensure all our products are up to the highest standard- the Krispy Kreme standard. You'll maintain shop organization, answer the phone, and communicate with our Support Center teams when needed.

Sales

You'll work alongside the General Manager to achieve business plan objectives and profitability, and you'll help lead sales, which can include Hot Light times, retail sales, fundraising and suggestive selling.

Production/Equipment

You'll discover ways to maximize efficiency in daily doughnut-making, and you'll understand quality control procedures and coordinate production schedules to meet guest satisfaction. You'll get to know our equipment well by inspecting it and finding any issues that need fixing.

Safety and Sanitation 

Make sure the shop is clean and safe! Shoes, floors, overall cleanliness is always a top priority.

People

You'll help the General Manager in recruiting, hiring, training, and all other needs, and you'll supervise shifts and demonstrate leadership.

Accounting 

Assist the General Manager in managing income and expense budgets (Accounts Payable/Receivable) and reporting sales and other important information

On the Move

Get ready to get moving! This role will involve carrying and lifting boxes, decorating and packing doughnuts, sweeping or mopping, communicating with customers and fellow Krispy Kremers, filing orders and using the phone. You might lift up to 75 pounds from time to time. You'll need a driver's license too.

YOUR RECIPE FOR SUCCESS

You love the idea of bringing joy to others. You have a high school diploma or equivalent, you're experienced in sales, customer service, and managing others, you can communicate with others well, and you're friendly and approachable. If you've completed some college, that would be ideal.

NY ONLY: **Subject to any legally required accommodations and applicable state or local law, Krispy Kreme requires all employees in NYC to be fully vaccinated against COVID-19 as a condition of hire.**",,"Fairview Heights, IL",,Full-time,0.0,https://www.linkedin.com/jobs/view/3904393174/?trk=jobs_biz_prem_srch,2024-05-17 22:57:30,,Mid-Senior level,,2024-04-17 22:57:30,,62208.0
3894919562,The Rockefeller University,Machine Learning Engineer,"The Rockefeller University is the world's leading biomedical research University. Our groundbreaking discoveries in basic and clinical research are transforming medicine. We share a singular commitment to advancing science for the benefit of humanity. Our collaborative culture drives each of us to achieve a higher level, fueling the breakthroughs for which we are known. 
Many of our most sophisticated cognitive abilities are thought to have evolved to subserve social interactions, yet the underlying computations that make these interactions possible, in all their complexity and nuance, remain elusive. The Price Family Center for the Social Brain (PFCSB) at The Rockefeller University was therefore established to map the molecular, cellular and circuit mechanisms of social behavior and to use these insights to forge new links between basic and applied neuroscience, with the ultimate goal to alleviate impairments of social brain function. Central to the PFCSB's ambitious goal is to leverage and build on recent advances in AI-based Computer Vision technologies to characterize the detailed behavioral dynamics of interacting pairs and populations of animals. The Data Science Resource Center (DSRC) at The Rockefeller University will work in close collaboration with Price Center scientists to advance these research objectives with the development of novel machine learning and artificial intelligence (ML/AI) algorithms that can shed light on the fundamental building blocks of social behaviors. The newly-created Data Science Resource Center (DSRC) is responsible for supporting and advancing the research objectives of The Rockefeller University's faculty and staff.
We are seeking a Machine Learning Engineer to join our team!
The PositionThe PFCSB aims to elucidate the neural and behavioral algorithms of social behavior across a wide array of species, from ants and flies to songbirds and primates. Fulfilling this mission will require, among many innovations, the development and implementation of powerful technologies to study neural activity in socially interacting animals, in real time.
Reporting to Dr. Paolo Emilio Barbano, Director of the DSC and advised by Dr. Vanessa Ruta, Director of the PFCSB, the ideal candidate will work in close collaboration with neuroscientists across nine core labs to research, develop and implement innovative approaches and create end-to-end pipelines to detect, track and analyze the behavior of animals both in controlled laboratory settings and in more complex natural landscapes.
We welcome applications from creative, highly motivated, and ambitious candidates interested in pursuing projects based on their own ideas or within the existing lines of work at the interface of experimental and computational system neuroscience.
Responsibilities include:Research, implement, and deploy state-of-the-art CV algorithms and systems for the identification, tracking and analysis of animal behaviorBuild prototypes and explore conceptually innovative solutionsWork at creating CV and predictive ML workflows in close collaboration with members of the nine laboratories that form the core of the PFCSB (Dr. Vanessa Ruta, Laboratory of Neurophysiology and Behavior, Dr. Winrich Freiwald, Laboratory of Neural Systems, Dr. Cori Bargmann, Lulu and Anthony Wang Laboratory of Neural Circuits and Behavior, Dr. Leslie Vosshall, Laboratory of Neurogenetics and Behavior, Dr. Erich Jarvis, Laboratory of Neurogenetics of Language, Dr. Priya Rajasethupathy, Laboratory of Neural Dynamics and Cognition, Dr. Alipasha Vaziri, Laboratory of Neurotechnology and Biophysics, and Dr. Michael Young, Laboratory of Genetics) Other duties and special projects as assigned.
QualificationsRequirementsPh.D. in Computer Vision, Neuroscience, Computer Science, physics, EE or related fieldCandidate must be highly motivated, ambitious, and creative
Additional InformationThe Rockefeller University does not discriminate in employment on the basis of race, color, religion, sex (including pregnancy, gender identity), national origin, political affiliation, sexual orientation, marital status, disability, genetic information, age, membership in an employee organization, retaliation, parental status, military service or other non-merit factor. All qualified applicants will receive consideration for employment without regard to the characteristics listed above.
The salary of the finalist selected for this role will be set based on various factors, including but not limited to organizational budgets, qualifications, experience, education, licenses, specialty, and training. The hiring range provided represents The Rockefeller University's good faith and reasonable estimate of the range of possible compensation at the time of posting.",130000.0,New York City Metropolitan Area,70000.0,Full-time,0.0,https://www.linkedin.com/jobs/view/3894919562/?trk=jobs_biz_prem_srch,2024-05-11 17:57:46,,,,2024-04-11 17:57:46,BASE_SALARY,
3891253164,Pacific Staffing,Talent Acquisition Director,"We are recruiting a Talent Acquisition Director for a rapidly growing organization. This would be an exciting opportunity for somebody who enjoys managing a team of Recruiters and implementing creative recruiting processes. The Talent Acquisition Director will be responsible for partnering with leaders to advance recruiting strategies and solutions that are aligned with short and long-term organization and operational goals throughout the nation. This is a hybrid opportunity (3 days onsite in Sacramento) Salary: $140k-$160k DOE 
Qualified candidates will have experience supporting a national organization with multistate recruitment, at least 5-10 years of experience with full cycle talent acquisition, and at least 2 years of management experience. 
PRIMARY RESPONSIBILITIES:Develop, plan, and successfully execute Talent Acquisition strategies inclusive of strategic design, diversity recruitment, talent forecasting and pipelining, relationship management, measurement and execution of recruiting operations and processes.Serve as Talent Acquisition thought partner to business leaders; advise business leaders on key talent issues. Propose ideas for identifying and attracting top talent in a competitive market.Seek out and leverage competitor benchmarking data and industry business trends to ensure we maintain a competitive advantage.Develop goals, key performance indicators (KPIs), and practical tracking and reporting methods to monitor and improve recruiting processes to drive success.Lead the Talent Acquisition department in meeting service level agreements around timely execution of full life cycle recruiting.Cultivate a strong service-oriented rapport with leaders, employees, and other internal partners, which is based on a high level of collaboration and inclusion.Establish, maintain, and monitor EEO/AA and Immigration compliance programs; document compliance and provide all required internal and external reporting.Provide guidance on criteria for hiring, and implement enhancements to meet new goals, professional standards, and regulatory requirements.Effectively manage, coach and train Talent Acquisition Partners to deliver excellent results; instill a standard of excellence in all aspects of the full life cycle hiring process.Oversee budgets for recruitment, screening, placement, and onboarding.Create and execute the organization’s brand strategy, including innovative ways of utilizing social media.Utilize social media and other brand marketing tools to attract talent.Establish and maintain relationships with external recruitment agencies, trade membership organizations, and colleges.Partner with HR Data and Analytics team to leverage data, dashboards, and data visualization tools to evaluate hiring processes and ensure all diversity targets are met.
SKILLS AND QUALIFICATIONS:5-10 years of full cycle talent acquisition experience.At least 2 years of managerial experience.Experience with multistate recruitment is required.Bachelor’s Degree in Human Resources or related field preferred.Technical proficiency: Working experience using Microsoft Office tools (Word/Excel/PowerPoint/Outlook/Teams/SharePoint) & HRIS programs.Ability to handle highly sensitive and confidential information.Exceptional organizational, prioritization and effective time/project management skills.High degree of initiative, independent judgment, and discretion.Analytical with the ability to present solutions.Strong verbal and written communication skills.",160000.0,"Sacramento, CA",140000.0,Full-time,0.0,https://www.linkedin.com/jobs/view/3891253164/?trk=jobs_biz_prem_srch,2024-05-12 00:39:00,,Director,,2024-04-12 00:39:00,BASE_SALARY,95811.0
3889712345,,Intake Coordinator,"""Company Description we suggest you enter details here
 Role Description This is a full-time on-site role as an Intake Coordinator at Medical Equipment and Supplies of America located in Orlando, FL. The Intake Coordinator will be responsible for handling incoming requests and coordinating the intake process for medical equipment and supplies. They will communicate with patients, to gather the necessary information and ensure a smooth and efficient intake process.
 Qualifications Excellent communication and interpersonal skillsStrong organizational and time management abilitiesAttention to detail and accuracyAbility to work well in a fast-paced and team-oriented environmentExperience in medical or healthcare administration is preferredProficiency in using computer systems and softwareHigh school diploma or equivalent """,,"Orlando, FL",,Full-time,0.0,https://www.linkedin.com/jobs/view/3889712345/?trk=jobs_biz_prem_srch,2024-05-09 11:45:23,,,,2024-04-09 11:45:23,,32801.0
3902842558,,Treasury Analyst,"Treasury Analyst Overview:Kindle Energy LLC (“Kindle”) specializes in the management, optimization, and development of power generation in the United States and Canada and is a portfolio company of The Blackstone Group. Blackstone is a leading global alternative asset manager with more than $1 trillion of total assets under management. Currently, Kindle manages 10+ GWs of generation in Ohio, Indiana, New Jersey, and Maryland, with a 700 MW CCGT project under construction in Louisiana. 
Kindle is recruiting for the role of Treasury Analyst, reporting directly to the Manager Treasury; this position will be based in Princeton, New Jersey.ResponsibilitiesSupport day-to-day activities in treasury functions to meet the financial obligations of the organization and the portfolios we manage Prepare the daily cash management activities including cash positioning, short-term borrowings, and weekly funding requestsReview, analyze and reconcile daily bank transactions across multiple bank accountsAssist manager in developing and maintaining daily and monthly cash flow/liquidity forecasts Lead the monthly cash close and settlement processRun A/P process in close communication with the Accounting teamsOpen and close bank accountsLead KYC (Know Your Customer) Process with all financial institutions and trading partnersAssist manager with the issuance and maintenance of Letter of CreditsPerform ad-hoc duties related to providing support to the Treasury DepartmentSupport Treasury-related implementation of cash, banking, and payments processes, and related automation and interface with our banks and other payment providers Maintain and monitor treasury operational procedures to ensure a robust internal control environment Ensure compliance with internal controls, policies, and procedures in day-to-day conduct and supervision of cash management activities  Qualifications· Bachelor’s degree · 0-2 years treasury or accounting experience· Highly analytical with critical thinking and problem-solving skills · Process driven, strong organizational skills and able to produce results within defined deadlines · Strong interpersonal communication and relationship skills · Self-starter, innovative, and team-oriented ",,"Princeton, NJ",,Full-time,0.0,https://www.linkedin.com/jobs/view/3902842558/?trk=jobs_biz_prem_srch,2024-10-16 21:18:05,,,,2024-04-19 21:18:21,,8540.0
3905380058,"Lowe's Companies, Inc.",Seasonal Merchandising Service Associate - Weekends Preferred,"What You Will Do

All Lowe’s associates deliver quality customer service while maintaining a store that is clean, safe, and stocked with the products our customers need. As a Seasonal Merchandising Service Associate, this means:

Being friendly and professional, and engaging vendors and associates to meet store needs. Ensuring signage, pricing information, and displays are accurate so that merchandise is easy to locate. Creating visually appealing product selections that are safe, clean, and easy for customers to access. 

The Seasonal Merchandising Service Associate (MSA) completes merchandising resets and service-related projects accurately, on time, and in accordance with merchandising and safety standards. To be successful, this associate must be able to follows detailed project instructions. The Seasonal MSA builds displays, processes damaged products, rotates and prices stock, resolves project issues or questions, checks third party work completion, and provides proof of project completion.

What We’re Looking For

Hourly Seasonal: Generally scheduled 10-40 hours. Preferred Weekend morning availability AND morning, afternoon, or evening availability during the weekdays (need varies by location)Physical ability to perform tasks that may require prolonged standing, sitting and other activitiesMinimally must be able to lift 25 points without assistance; may lift over 25 pounds with or without assistance. 

Minimum Qualifications

What You Need To Succeed

Ability to read, write, and perform basic arithmetic (addition, subtraction). Ability to work overnight and weekends as required. Ability to utilize web based computer programs to accomplish assigned tasks. 

Preferred Qualifications

High school diploma or equivalent. 6 months of Lowe’s sales floor experience. 6 months of experience performing product merchandising tasks including reading planograms, setting up and tearing down displays. 3 months of experience operating power equipment such as lifts, order pickers, and similar equipmentWorking knowledge of basic tools needed for the job (e.g., hand tools, drills, saws). 

Lowe’s is an equal opportunity employer and administers all personnel practices without regard to race, color, religious creed, sex, gender, age, ancestry, national origin, mental or physical disability or medical condition, sexual orientation, gender identity or expression, marital status, military or veteran status, genetic information, or any other category protected under federal, state, or local law.

Starting rate of pay may vary based on factors including, but not limited to, position offered, location, education, training, and/or experience. For information regarding our benefit programs and eligibility, please visit https://talent.lowes.com/us/en/benefits.",,"Louisville, KY",,Temporary,0.0,https://www.linkedin.com/jobs/view/3905380058/?trk=jobs_biz_prem_srch,2024-05-19 03:52:36,,Associate,,2024-04-19 03:52:36,,40202.0
3895808164,Centria Autism,Behavior Technician,"We are looking for enthusiastic individuals to join our team as Behavior Technicians. As a Behavior Technician, you will have the opportunity to make a real difference in the lives of children with autism.

In this role, you will work one-on-one with children, implementing individualized behavior intervention plans under the guidance of a Board Certified Behavior Analyst (BCBA). You will use evidence-based techniques to teach communication, social, and daily living skills while reducing interfering behaviors.

We are looking for candidates who are passionate about helping children with autism reach their full potential. You will need to be patient, compassionate, and able to work well in a team environment. We will provide comprehensive training so that you are equipped and empowered to help each child, even if you don’t currently have experience. Children can be unpredictable and potentially confrontational, so this role is not for the weak of spirit, mind, or body. Part of the joy of working with kids is exercise! Our clients move, so you need to be comfortable standing, walking, sitting, grasping, reaching, bending, kneeling, crouching, squatting, lifting, and at times carrying children or objects that weigh up to 50 pounds.

At the end of each day, you will go home knowing that you have made a meaningful impact on the life of a child and their family. Join us and become a part of a dedicated team that is changing lives for the better. Apply now to start your journey as a Behavior Technician with us!

Pay Rate

This role starts between $17 - $20 per hour and goes up based on experience, certification level, and highest level of education.

Requirements

Passionate about helping children with autism.Patient, compassionate, and able to work well in a team.18+ years of ageHigh school diploma or GEDAbility to obtain a CPR, First Aid Certification and Tuberculosis test (if you haven’t had one in the last year)Ability to pass a pre employment background checkAbility to move in various positions (sit, squat, bend, etc.)Ability to lift and carry up to 50 poundsCandidates must obtain a RBT Certification from the BACB

Perks of Working at Centria

Structured career path in the field of Behavioral AnalysisDiscounts to hundreds of retail partners via our Benefit HubAccess to Centria’s Employee Assistance Plan with benefits around mental health and counselingUnlimited opportunities to make an impact in the life of a special needs child

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, Veteran status, or disability status. This job description is not intended to be an exhaustive list of qualifications, skills, efforts, duties, responsibilities, or working conditions associated with the position. This pay scale range is the full range of potential wages Centria Autism reasonably expects to pay for employees with this job title and this pay scale range varies dependent on job qualifications, performance, experience, and/or seniority. This range should not be interrupted to mean that Centria Autism currently employs any employees with this job title at the bottom or top of the pay scale range. Centria reserves the right to amend this job description at any time, with or without written notice.",,"San Antonio, TX",,Full-time,0.0,https://www.linkedin.com/jobs/view/3895808164/?trk=jobs_biz_prem_srch,2024-05-12 04:53:18,,Entry level,,2024-04-12 04:53:18,,78201.0
3905214573,SimplyApply,Speech and Language Specialist - The Eden School,"Looking to join an awesome team in a rewarding environment? Eden Autism is the place for you! We are currently seeking a full-time Speech-Language Specialist to join our team at The Eden School.

Responsibilities

Our Speech department is dedicated not only to the work they do with individual students, but the support provided to each family to ensure success at both school and home. Working alongside this enthusiastic team, the Speech-Language Specialist will assist with assessment, goal selection, training, and intervention. Responsibilities include:

Evaluate students' speech and language needs; perform re-evaluations as per district guidelines.

Define and implement program objectives for remediation of speech and language deficits for each student through development of short- and long-term goals. Evaluate each student's speech and language program through the use of data collection, standardized and teacher prepared assessment devices.

Implement behavior support and education programs as defined in each student's Individualized Education Plan (IEP). Work with Behavior Analysts and classroom Lead Teachers to develop appropriate alternate teaching programs for students.

Manage maladaptive behaviors including tantrums, self-injury, and aggression.

Maintain good working rapport and collaborative relationships with families, colleagues and community members.

Maintain weekly communication with parents concerning progress and recommendations for home maintenance.

Quarterly progress reports; Develop and maintain IEP goals and objectives.

Communicate programming and progress updates during parent conferences and IEP meetings.

Attend and participate in program and department meetings, as well as student staffing meetings, as scheduled.

Attend mandatory in-service trainings provided throughout the year. Assist Lead Speech Specialist with in-service trainings as required.

Maintain continuing education credits to maintain the Certificate of Clinical Competence and New Jersey licensure.

(The responsibilities listed are representative and not all inclusive; other duties may be assigned by supervisor/s.)

Qualifications

Education/Certifications:

Master's degree in Speech Language Pathology required

NJ DOE Speech Specialist Certification required

Certificate of Clinical Competence in Speech Language Pathology (CCC-SLP) preferred

Note: applicant may complete Clinical Fellowship Year (CFY) to complete ASHA Certificate of Clinical Competence in Speech Language Pathology (CCC-SLP) during employment.

Experience: Minimum of 1 year of experience working with individuals with speech and language disorders, preferably with autism.

Physical Abilities

Lift and/or move up to 50lbs.

Sit, stand, bend, squat, kneel, stretch, stoop, and/or reach above shoulder level for extended periods of time.

Pass and maintain Professional Crisis Management (PCM) certification, including implementation of all strategies and techniques.

Skills And Knowledge

Ability to work independently, as well as part of a team.

Excellent verbal and written communication skills.

Strong organizational skills, with attention to detail to ensure accuracy.

Demonstrated ability to solve problems, exercise independent judgment, and make appropriate decisions based on established policies and procedures.

Skilled in the evaluation and remediation of speech and language disorders with preschool and school-aged children.

Ability to understand the needs of the students and their families, in order to enhance the lives of the individuals we serve.

What You'll Love About Eden

Benefits: Eden offers a well-rounded benefits package including medical and dental, life insurance, retirement savings, paid time off, and more.

Growth: In addition to tuition assistance, we have many opportunities for team building and professional development.

Core Values: Believe More + Do What it Takes + Work Together + Show Compassion + Be True

SimplyApply",,"Princeton, NJ",,Full-time,0.0,https://www.linkedin.com/jobs/view/3905214573/?trk=jobs_biz_prem_srch,2024-05-18 17:39:37,,Entry level,,2024-04-18 17:39:37,,8540.0
3905309574,Mission Staffing,Legal Data Entry Specialist ,"Our client, a Global Law Firm is seeking a Data Managment Consultant to join their legal recruiting team. This individual will be responsible for data management for the firm's applicant tracking system. Responsibilities include data entry, conducting data reconciliation, and document processing. The ideal candidate will have internship experience from a professional services firm. Candidates must have experience with Pivot Tables and VLOOKUPS.
Responsibilities:Collaborating with IT and other administrative departments to resolve complex issues and test solutions.Conducting audits to ensure data integrity.Maintain detailed records and documentation of data entry activities, including source documents and any modifications made.
Requirements:Ability to manage time effectively and prioritize tasks to meet deadlinesBachelor’s degreeStrong verbal and written communication skills, with the ability to communicate effectively with team members and stakeholdersProficiency in using data entry software and familiarity with basic computer applications (e.g., Microsoft Excel, Google Sheets)",28.0,New York City Metropolitan Area,25.0,Full-time,0.0,https://www.linkedin.com/jobs/view/3905309574/?trk=jobs_biz_prem_srch,2024-05-18 21:39:11,,Associate,,2024-04-18 21:39:11,BASE_SALARY,
3901689073,Russell Tobin,Product Manager,"Position: Business Product ManagerContract: 6 Months (Extension Likely)Pay Rate: $50-$60/HR (DOE) W2Location: Remote
What you get to do in this role:Develop product management artifacts including Problem Statements/Definitions, Personas, Roadmaps, ROI/Success Metrics, Scope, MVPs, and Journey Maps.Navigate the needs of multiple business units to resolve dependencies and contending priorities, driving consensus on what is best for our Partners. Act as point of contact between sales operations and IT for resolving x-team product issues.Collaborate with strategists, other product managers and product owners to define the strategic roadmap, anticipate and meet future business needs, and align our selling motion to target architecture.Partner with sales ops and IT to define initiatives from concept to MVPs to roadmaps; acquiring approval from Executive Leadership on prioritization, funding, and commitment to key initiatives.Lead various ACE priorities, including new indirect GTM selling motions, pivotal initiatives, and major capability improvements. Influence and align leadership on vision, strategy, prioritized backlogs, and initiative success criteria.Provide Partner/Channel subject matter expertise and champion partner-centric views into cross-functional initiatives.Plan and prioritize product development and product feature backlog.Collaborate with project managers, technical product managers, and engineering leads to drive accountability, mentorship, and support for in-flight programs while capturing feedback and identifying capability gaps.Define, and detail processes, policies, metrics, reports, risks/dependencies, and mitigation plans.Translate business requirements into epics and user stories. Work with QA to define test criteria/scripts for releases while driving business tester UAT.Develop detailed product feature specifications and ensure they’re clearly understood by relevant teams.What you need to be successful in this role:Results-driven leader, with a bias for action, who brings a strategic approach and thought leadership to achieve desired business outcomes.Demonstrated operational rigor and continuous delivery of improvements with measurable impact.Demonstrated experience in channels product definition, execution and improvement.5+ years in executing leading channels (B2B) product management activities.Experience engaging end users to identify process / policy gaps, identifying opportunities to improve the user experience, and translating that into business requirements.
Pride Global offers eligible employee’s comprehensive healthcare coverage (medical, dental, and vision plans), supplemental coverage (accident insurance, critical illness insurance and hospital indemnity), 401(k)-retirement savings, life & disability insurance, an employee assistance program, legal support, auto, home insurance, pet insurance and employee discounts with preferred vendors.",60.0,"Santa Clara County, CA",50.0,Contract,1.0,https://www.linkedin.com/jobs/view/3901689073/?trk=jobs_biz_prem_srch,2024-05-15 20:36:18,,Mid-Senior level,,2024-04-15 20:36:19,BASE_SALARY,95050.0
